EVTOPTE1972156;...there is no such thing as overwork. No pain, no gain.;;;;... no existe el exceso de trabajo. Sin dolor no hay ganancia.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTF1972156;...is all just a mortal coil and we must live it through the last link...;;;;... todo es solo una espiral mortal y debemos vivirlo a través del último enlace ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972157;Well, its embarrassing. You really went too far with your last remark. People look confused and bored, attempting to hide their disappointment from their Liege. Next time judge better if your countenance matches your knowledge. Otherwise you'll look silly at best, deceitful and ultimately superficial at worst. Knowing when to stop impressing an audience is the point that matters most.;;;;Bueno, es vergonzoso. Realmente fuiste demasiado lejos con tu último comentario. La gente parece confundida y aburrida, tratando de ocultar su decepción a su feudal. La próxima vez juzgue mejor si su semblante coincide con su conocimiento. De lo contrario, se verá tonto en el mejor de los casos, engañoso y, en última instancia, superficial en el peor. Saber cuándo dejar de impresionar a una audiencia es el punto que más importa.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972157;But I am supposed to be responsible and trustworthy!;;;;¡Pero se supone que soy responsable y digno de confianza!;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP81;Due to your ultimate failure, you will lose all the opinion gained so far and you will also lose 10 opinion with all your court, divided by two opinion modifiers (disappointed and pitiful).;;;;Debido a su fracaso final, perderá toda la opinión obtenida hasta ahora y también perderá 10 opiniones con toda su corte, dividido por dos modificadores de opinión (decepcionado y lamentable).;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP82;Due to your ultimate failure, you will lose all the opinion gained so far and you will also lose 10 opinion with all your court through an opinion modifier (Gone too far).;;;;Debido a su fracaso final, perderá toda la opinión obtenida hasta ahora y también perderá 10 opiniones con toda su corte a través de un modificador de opinión (Ido demasiado lejos).;;;;;;;;;x;;;;;;;;;;;;;;
da_childish;Childish;;;;Infantil;;;;;;;;;x;;;;;;;;;;;;;;
da_childish_desc;Your light-hearted nature caused some major embarrassment..;;;;Su naturaleza alegre causó una gran vergüenza.;;;;;;;;;x;;;;;;;;;;;;;;
da_boring;Boring;;;;Aburrido;;;;;;;;;x;;;;;;;;;;;;;;
da_boring_desc;Your serious stance caused some major embarrassment…;;;;Su postura seria causó una gran vergüenza ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972158;Dour Wrong Side;;;;Dour Wrong Side;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972158;Again you were imparting the necessary light to turn the futility of some of your courtiers into something useful, when you noticed two or three elements were snoring... in fact, one Council member was sound asleep! Perhaps you should not take yourself so seriously...;;;;Una vez más, estaba impartiendo la luz necesaria para convertir la futilidad de algunos de sus cortesanos en algo útil, cuando notó que dos o tres elementos roncaban ... de hecho, ¡un miembro del Consejo estaba profundamente dormido! Quizás no deberías tomarte tan en serio ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972158;In 2 years they will then learn!;;;;¡En 2 años aprenderán!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972159;Cheerful Wrong Side;;;;Lado equivocado alegre;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972159;Here we go again... One more practical joke, one more light-hearted comment but this time you can't fail to sense a sentiment of uneasiness over the entire court. The fact of the matter is that you are not looking like a proper Ruler with so many jokes and offhand comments...;;;;Aquí vamos de nuevo ... Una broma más práctica, un comentario más alegre, pero esta vez no puedes dejar de sentir un sentimiento de inquietud en toda la corte. El hecho es que no pareces un gobernante adecuado con tantos chistes y comentarios imprevistos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972159;In 2 years time I'll be back...;;;;En 2 años volveré ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972166;Independently of how truly deep run my waters, life should be looked at as an emotional cocktail ready to be savoured up to the last drop with an happy-go-lucky attitude or should it instead be a possession preciously guarded with a stern countenance?;;;;Independientemente de cuán verdaderamente profundas sean mis aguas, la vida debe verse como un cóctel emocional listo para saborearse hasta la última gota con una actitud alegre y afortunada o, ¿debería ser una posesión preciadamente protegida con un semblante severo?;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972166;A toast for the emotions!;;;;Un brindis por las emociones!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972166;A stare for the possession...;;;;Una mirada por la posesión ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972161;Time and again I catch myself thinking all this happiness and joy I usually sport seems faked and hollow...;;;;Una y otra vez me sorprendo pensando en toda esta felicidad y alegría que usualmente me parece falsa y hueca ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972161;Indeed I am dizzy of spinning in this emotional carrousel...;;;;De hecho, estoy mareado de girar en este carrusel emocional ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972162;There must be more to the riddle of life than this barren landscape where I lose myself, ending up going nowhere...;;;;Debe haber más en el enigma de la vida que este paisaje árido donde me pierdo, terminando yendo a ninguna parte ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972162;Time to add some pastel tones to the greyness of it all...;;;;Es hora de agregar algunos tonos pastel al gris de todo ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972163;My playful nature recently lead to a relaxed attitude towards life where practical jokes, tongue in cheek comments and small pranks are everyday's attitude…;;;;Mi naturaleza lúdica recientemente condujo a una actitud relajada hacia la vida donde los chistes prácticos, los comentarios irónicos y las pequeñas bromas son la actitud de todos los días ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972163;I've become cheerful;;;;Me he vuelto alegre;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972164;My brooding nature while an infant recently lead me to a life of responsibility, far from the joys of practical jokes. I have no time for leisure.;;;;Mi naturaleza melancólica cuando era un bebé recientemente me llevó a una vida de responsabilidad, lejos de las alegrías de los chistes prácticos. No tengo tiempo para el ocio.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972164;I've become dour;;;;Me he vuelto adusto;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972165;An Impressive Migration;;;;Una migración impresionante;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972165;Recently, a large number of people - women, children and men - have been arriving at my demesne, coming from afar. They seek a new life in a new territory  - my territory - protected by my rule and enjoying the fruits of the land. It is time to decide how to receive them...;;;;Recientemente, un gran número de personas, mujeres, niños y hombres, han estado llegando a mi tierra desde lejos. Buscan una nueva vida en un nuevo territorio, mi territorio, protegido por mi gobierno y disfrutando de los frutos de la tierra. Es hora de decidir cómo recibirlos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972165;Follow a policy of integration;;;;Seguir una política de integración;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972165;Follow a policy of segregation;;;;Seguir una política de segregación;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972165;Follow a policy of exploitation;;;;Seguir una política de explotación;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTD1972165;Follow a policy of extermination;;;;Seguir una política de exterminio;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP83;You will try to integrate these migrants into the province society. This will lead to a faster assimilation but will cause friction between the current population and the new migrants while the rifts last. As the use of force will be severely limited from the start, this will test your Diplomacy to influence the final speed of the assimilation.;;;;Intentarás integrar a estos migrantes en la sociedad de la provincia. Esto conducirá a una asimilación más rápida, pero causará fricción entre la población actual y los nuevos inmigrantes mientras duren las divisiones. Como el uso de la fuerza estará muy limitado desde el principio, esto pondrá a prueba su diplomacia para influir en la velocidad final de la asimilación.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP84;You will try to split the migrants from your general population in the province. This will lead to the slowest assimilation rate and prevent some of the troubles that usually appear in the province. This policy will test your Stewardship to influence the final speed of the assimilation.;;;;Intentarás separar a los migrantes de tu población general en la provincia. Esto conducirá a la tasa de asimilación más lenta y evitará algunos de los problemas que generalmente aparecen en la provincia. Esta política pondrá a prueba su Administración para influir en la velocidad final de la asimilación.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP85;You will try to use and abuse these migrants work for your own profit. This will lead to a slow assimilation rate and many problems between the groups in the province. This policy will test your Intrigue to influence the final speed of the assimilation.;;;;Intentarás usar y abusar de estos migrantes que trabajan para tu propio beneficio. Esto conducirá a una tasa de asimilación lenta y muchos problemas entre los grupos de la provincia. Esta política pondrá a prueba su intriga para influir en la velocidad final de la asimilación.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP86;You will try to exterminate the migrants and loot their belongings. This will 'solve' the problem very fast, as long as your military is up to the task. This policy will test your Martial when trying to butcher all the people migrating to your province.;;;;Intentarás exterminar a los migrantes y saquear sus pertenencias. Esto 'resolverá' el problema muy rápido, siempre que su ejército esté preparado para la tarea. Esta política pondrá a prueba tu Marcial cuando intentes matar a todas las personas que migran a tu provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_small_migration;Small Migration;;;;Pequeña migración;;;;;;;;;x;;;;;;;;;;;;;;
da_small_migration_desc;There is a small community of foreign individuals in this province;;;;Hay una pequeña comunidad de personas extranjeras en esta provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_medium_migration;Medium Migration;;;;Migración media;;;;;;;;;x;;;;;;;;;;;;;;
da_medium_migration_desc;There is a medium community of foreign individuals in this province;;;;Hay una comunidad mediana de personas extranjeras en esta provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_large_migration;Large Migration;;;;Gran migración;;;;;;;;;x;;;;;;;;;;;;;;
da_large_migration_desc;There is a large community of foreign individuals in this province;;;;Hay una gran comunidad de personas extranjeras en esta provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_very_large_migration;Very Large Migration;;;;Migración muy grande;;;;;;;;;x;;;;;;;;;;;;;;
da_very_large_migration_desc;There is a very large community of foreign individuals in this province;;;;Hay una comunidad muy grande de personas extranjeras en esta provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_disruptive_migration;Disruptive Migration;;;;Migración disruptiva;;;;;;;;;x;;;;;;;;;;;;;;
da_disruptive_migration_desc;The migration in this province causes security problems as there are clashes between the communities;;;;La migración en esta provincia causa problemas de seguridad ya que hay enfrentamientos entre las comunidades.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972168;Increased Tension;;;;Aumento de la tensión;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972168;The latest reports on [Root.GetName] tell of increased tensions between the migrants and the dwellers of the province. I may fund a policy of approachment between both groups or face the real possibility of a degradation of the conditions in the province...;;;;Los últimos informes sobre [Root.GetName] informan sobre el aumento de las tensiones entre los migrantes y los habitantes de la provincia. Puedo financiar una política de acercamiento entre ambos grupos o enfrentar la posibilidad real de una degradación de las condiciones en la provincia ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972168;I'll fund a policy of rapprochement;;;;Financiaré una política de acercamiento;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972168;I will not get involved;;;;No me involucraré;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972168;I'll use my diplomacy to calm the situation;;;;Usaré mi diplomacia para calmar la situación.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP87;This option is available based on your high Diplomacy stat. However, it is based on chance so don't be surprised that you don't get this option in the future with the same character.;;;;Esta opción está disponible en función de su alta estadística de Diplomacia. Sin embargo, se basa en el azar, así que no se sorprenda de que no obtenga esta opción en el futuro con el mismo personaje.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972167;Progressive Assimilation;;;;Asimilación progresiva;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972167;News have arrived about migrants in [Root.GetName]. It seems they are in the process of being assimilated by the culture and religion of the province, thus the size of the group is getting smaller…;;;;Han llegado noticias sobre los migrantes en [Root.GetName]. Parece que están en proceso de ser asimilados por la cultura y la religión de la provincia, por lo que el tamaño del grupo se está reduciendo ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972167;Good;;;;Bueno;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972169;Stability Woes;;;;Problemas de estabilidad;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972169;The situation between the migrant community in [Root.GetName] and the local population is passing through a period of deep mistrust. This leads to the decrease of the stability in the province…;;;;La situación entre la comunidad migrante en [Root.GetName] y la población local está pasando por un período de profunda desconfianza. Esto lleva a la disminución de la estabilidad en la provincia ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972169;Unfortunately…;;;;Desafortunadamente…;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972169;Organize a great communal meeting to improve the situation;;;;Organizar una gran reunión comunitaria para mejorar la situación.;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP88;This option is available because you follow a policy of integration;;;;Esta opción está disponible porque sigue una política de integración;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP89;This option is available because you follow a policy of exploitation;;;;Esta opción está disponible porque sigues una política de explotación;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP90;This option is available because you follow a policy of segregation;;;;Esta opción está disponible porque sigue una política de segregación;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972170;Trade Curtailed;;;;Comercio restringido;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972170;The migrant community in [Root.GetName] has been active in looting trade caravans in the province. Unfortunately, this has a serious effect in the taxes collected…;;;;La comunidad de migrantes en [Root.GetName] ha estado activa en el saqueo de caravanas comerciales en la provincia. Lamentablemente, esto tiene un efecto grave en los impuestos recaudados ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972170;Things will get better;;;;Las cosas se pondrán mejor;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972170;Talk the migrants into the word of law;;;;Hable a los migrantes sobre la ley;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972170;Attack the migrants and send them to the mines!;;;;¡Ataca a los migrantes y envíalos a las minas!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTD1972170;Use intrigue to split both communities;;;;Usa la intriga para dividir ambas comunidades;;;;;;;;;x;;;;;;;;;;;;;;
da_trade_curtailed;Trade Curtailed;;;;Comercio restringido;;;;;;;;;x;;;;;;;;;;;;;;
da_trade_curtailed_desc;As there have been troubles between the migrants and the trade caravans passing in this province, trade has been reduced;;;;Como ha habido problemas entre los migrantes y las caravanas comerciales que pasan en esta provincia, el comercio se ha reducido;;;;;;;;;x;;;;;;;;;;;;;;
da_influx_miners;Influx of Miners;;;;Afluencia de mineros;;;;;;;;;x;;;;;;;;;;;;;;
da_influx_miners_desc;The captured migrants are forced to work in the province's mines;;;;Los migrantes capturados son obligados a trabajar en las minas de la provincia.;;;;;;;;;x;;;;;;;;;;;;;;
da_migrant_raids;Migrant Raids;;;;Redadas de migrantes;;;;;;;;;x;;;;;;;;;;;;;;
da_migrant_raids_desc;Migrants raided this province causing significant damage to its settlements;;;;Migrantes allanaron esta provincia causando daños significativos a sus asentamientos;;;;;;;;;x;;;;;;;;;;;;;;
da_migration_slaves;Enslaved Migrants;;;;Migrantes esclavizados;;;;;;;;;x;;;;;;;;;;;;;;
da_migration_slaves_desc;Migrants were enslaved by our forces and placed in support roles for our society;;;;Los migrantes fueron esclavizados por nuestras fuerzas y puestos en funciones de apoyo para nuestra sociedad.;;;;;;;;;x;;;;;;;;;;;;;;
da_migrant_security;Migrant Security;;;;Seguridad migrante;;;;;;;;;x;;;;;;;;;;;;;;
da_migrant_security_desc;A perimeter around the migrant settlements is established to prevent problems with the province native population;;;;Se establece un perímetro alrededor de los asentamientos de migrantes para evitar problemas con la población nativa de la provincia.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972171;Settlements Raided;;;;Asentamientos saqueados;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972171;Given the complex situation in [Root.GetName], migrants have organized major raids in the province, sacking and looting settlements as well as the local dwellers. This can have a tremendous impact in the wealth of [Root.GetName]…;;;;Dada la compleja situación en [Root.GetName], los migrantes han organizado grandes redadas en la provincia, saqueando y saqueando asentamientos, así como a los habitantes locales. Esto puede tener un tremendo impacto en la riqueza de [Root.GetName] ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972171;These things happen…;;;;Estas cosas pasan…;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972171;I'll attempt peace negotiations;;;;Intentaré negociaciones de paz;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972171;I'll attack and enslave migrants as retaliation!;;;;¡Atacaré y esclavizaré a los migrantes como represalia!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTD1972171;I'll secure a perimeter around migrant settlements;;;;Aseguraré un perímetro alrededor de los asentamientos de migrantes;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972172;Migrants Split;;;;División de migrantes;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972172;The migrants in [Root.GetName] decided to split in two groups. The new group decided to settle in a neighbour province, bringing a whole lot of issues there…;;;;Los migrantes en [Root.GetName] decidieron dividirse en dos grupos. El nuevo grupo decidió establecerse en una provincia vecina, trayendo muchos problemas allí ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972172;I wish them good luck!;;;;¡Les deseo buena suerte!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972173;Migrants Arriving;;;;Migrantes que llegan;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972173;Over the past weeks a large contingent of migrants have been arriving in [Root.GetName] from a neighbour province. They decided to settle in my demesne and this will bring a host of issues in the province…;;;;Durante las últimas semanas, un gran contingente de migrantes ha estado llegando a [Root.GetName] desde una provincia vecina. Decidieron establecerse en mi país y esto traerá una serie de problemas en la provincia ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972173;Lets see what the future brings…;;;;Veamos qué trae el futuro ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972174;Policy for the Migrants;;;;Política para los migrantes;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972174;Now that I have migrants in my demesne, it is time to select a policy to follow regarding their settlements…;;;;Ahora que tengo inmigrantes en mi país, es hora de seleccionar una política a seguir con respecto a sus asentamientos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972174;Follow a policy of integration;;;;Seguir una política de integración;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972174;Follow a policy of segregation;;;;Seguir una política de segregación;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972174;Follow a policy of exploitation;;;;Seguir una política de explotación;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTD1972174;Follow a policy of extermination;;;;Seguir una política de exterminio;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972175;Province Raid;;;;Raid de provincia;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972175;The migrants in [Root.GetName] are organizing raids in a neighbour province, destabilizing its economy and causing much destruction…;;;;Los migrantes en [Root.GetName] están organizando redadas en una provincia vecina, desestabilizando su economía y causando mucha destrucción ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972175;Unfortunately;;;;Desafortunadamente;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972176;Raid in [Root.GetName];;;;Incursión en [Root.GetName];;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972176;Migrants in [From.GetName] are organizing raids that target our province, destabilizing its economy and causing much destruction!;;;;¡Los migrantes en [From.GetName] están organizando redadas que atacan nuestra provincia, desestabilizando su economía y causando mucha destrucción!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972176;Unfortunately;;;;Desafortunadamente;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972178;Instability in Demesne;;;;Inestabilidad en heredad;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972178;The migrants in the demesne have been causing serious damage to the finances of several courtiers with lands in the settled provinces. A lack of action will make me look bad, so I need to consider other approaches to the problem…;;;;Los inmigrantes en el país han estado causando graves daños a las finanzas de varios cortesanos con tierras en las provincias asentadas. La falta de acción me hará quedar mal, así que tengo que considerar otros enfoques para el problema ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972178;The problem will solve itself;;;;El problema se resolverá solo;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972178;Employ soldiers to fight back the migrants;;;;Emplear soldados para luchar contra los migrantes.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTC1972178;Employ soldiers to enslave the migrants;;;;Emplear soldados para esclavizar a los migrantes.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972179;Knowledge Sharing;;;;El intercambio de conocimientos;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972179;The leader of the migrants approached me one day in order to offer his help by sharing some knowledge they have with our sages. They expect an improvement in the relations between our peoples and want nothing more for it…;;;;El líder de los migrantes se me acercó un día para ofrecerme su ayuda compartiendo algunos de los conocimientos que tienen con nuestros sabios. Esperan una mejora en las relaciones entre nuestros pueblos y no quieren nada más por ello ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972179;I accept the offer;;;;Acepto la oferta;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972179;I fund more advanced knowledge based on the offer;;;;Financiaré un conocimiento más avanzado basado en la oferta.;;;;;;;;;x;;;;;;;;;;;;;;
da_province_raided;Province Raided;;;;Provincia saqueada;;;;;;;;;x;;;;;;;;;;;;;;
da_province_raided_desc;Migrants raided this province recently;;;;Migrantes allanaron esta provincia recientemente;;;;;;;;;x;;;;;;;;;;;;;;
da_resented_population;Resented Population;;;;Población resentida;;;;;;;;;x;;;;;;;;;;;;;;
da_resented_population_desc;The population of the province feels discontent as the migrants are placed in charge of security;;;;La población de la provincia siente descontento cuando los migrantes son puestos a cargo de la seguridad.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972180;Province Security;;;;Seguridad de la provincia;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972180;I have been toying with the idea of using the great fighting capabilities of the migrants to create a military group to enforce security in the province, placing the general population under the supervision of the migrants… this could have good results in the near term regarding province stability.;;;;He estado jugando con la idea de utilizar las grandes capacidades de lucha de los migrantes para crear un grupo militar para hacer cumplir la seguridad en la provincia, colocando a la población general bajo la supervisión de los migrantes ... esto podría tener buenos resultados a corto plazo con respecto a la provincia estabilidad.;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972180;I will do it!;;;;¡Lo haré!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972180;I am not a social engineer…;;;;No soy ingeniero social ...;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP91;This option is available because you don't have a policy of integration or are not Kind;;;;Esta opción está disponible porque no tiene una política de integración o no es amable;;;;;;;;;x;;;;;;;;;;;;;;
da_cruel_measures;Cruel Measures;;;;Medidas crueles;;;;;;;;;x;;;;;;;;;;;;;;
da_cruel_measures_desc;Recently the owner of this province performed acts of cruelty towards the population here;;;;Recientemente, el dueño de esta provincia realizó actos de crueldad hacia la población aquí.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972181;New Migrants Arriving;;;;Llegan nuevos migrantes;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972181;Over the last few weeks a new group of migrants has been arriving in [Root.GetName]. They are mixing up with the settled group, enlarging it and risking a decrease in the stability of the province…;;;;En las últimas semanas, un nuevo grupo de migrantes ha estado llegando a [Root.GetName]. Se están mezclando con el grupo establecido, ampliándolo y arriesgando una disminución en la estabilidad de la provincia ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972181;They can stay;;;;Pueden quedarse;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972181;Assault the column and disband this new group;;;;Asalta la columna y disuelve este nuevo grupo;;;;;;;;;x;;;;;;;;;;;;;;
DA_CUSTOMTOOLTIP92;This is the only option you get if you follow a policy of Integration or you are Kind;;;;Esta es la única opción que obtienes si sigues una política de integración o eres amable;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972183;A Friendly Offer;;;;Una oferta amigable;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972183;During a meeting with local leaders, I was surprised to receive an offer for help in the war I am involved in. This offer came in the form of a levy of migrant troops, based in [Root.GetName]. It seems the migrants are grateful for the treatment received, feel this war as their own and want to lend an hand to myself...;;;;Durante una reunión con líderes locales, me sorprendió recibir una oferta de ayuda en la guerra en la que estoy involucrado. Esta oferta se presentó en forma de un gravamen de tropas migrantes, con sede en [Root.GetName]. Parece que los migrantes están agradecidos por el trato recibido, sienten esta guerra como propia y quieren echarme una mano ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972183;Lets fight side by side!;;;;¡Luchemos lado a lado!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTB1972183;I don't need your help to defeat my foes…;;;;No necesito tu ayuda para derrotar a mis enemigos ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972184;The Massacre;;;;La masacre;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972184;Over the last months I carefully planned the massacre of the migrants dwelling in my demesne. In the end I decided to use only local forces, further pitting my population against the migrants. When the time came, a battle ensued but thanks to my superior tactics my foes never stood a chance. After the defeat I ordered that every survivor  was impaled alive!;;;;En los últimos meses planeé cuidadosamente la masacre de los inmigrantes que vivían en mi país. Al final decidí usar solo las fuerzas locales, enfrentando aún más a mi población contra los migrantes. Cuando llegó el momento, se produjo una batalla, pero gracias a mis tácticas superiores, mis enemigos nunca tuvieron una oportunidad. ¡Después de la derrota ordené que cada sobreviviente fuera empalado vivo!;;;;;;;;;x;;;;;;;;;;;;;;
EVTOPTA1972184;I instil terror in the heart of future migrants!;;;;¡Instigo terror en el corazón de los futuros migrantes!;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972185;The Failure;;;;La falla;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972185;In spite of the months I dedicated to the planning of this military action, the migrants fielded an army capable of defeating my local forces. This was a huge debacle that I don't want to see repeated. Now I need to assert yet again a policy to deal with the migrants...;;;;A pesar de los meses que dediqué a la planificación de esta acción militar, los migrantes desplegaron un ejército capaz de derrotar a mis fuerzas locales. Esta fue una gran debacle que no quiero ver repetida. Ahora tengo que reafirmar una vez más una política para tratar con los migrantes ...;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972186;A New Policy;;;;Una nueva política;;;;;;;;;x;;;;;;;;;;;;;;
EVTDESC1972186;As I ordered a review of the policy adopted towards the migrants, it is now time to decide what I should do…;;;;Cuando ordené una revisión de la política adoptada hacia los migrantes, ahora es el momento de decidir qué debo hacer ...;;;;;;;;;x;;;;;;;;;;;;;;
decision_da_migration_policy;Change Migration Policy;;;;Cambiar la política de migración;;;;;;;;;x;;;;;;;;;;;;;;
decision_da_migration_policy_desc;I can always rethink the policy applied to the migrants in my territory to adapt it better towards my needs;;;;Siempre puedo repensar la política aplicada a los migrantes en mi territorio para adaptarla mejor a mis necesidades.;;;;;;;;;x;;;;;;;;;;;;;;
EVTNAME1972187;Increase in the Workforce;;;;Aumento de la fuerza laboral;;;;;;;;;x;;;;;;;;;;;;;;
